trial,scene_id,context,generation_rule,condition,raw_voice_id,pp,ans_ori,ans_llm,pp_id
3,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,robotic_female,P23,,,P23
4,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,robotic_female,P23,,,P23
5,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,robotic_female,P23,,,P23
6,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,robotic_female,P23,,,P23
7,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,2,clone,P23,,,P23
8,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P23,,,P23
9,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,3,clone,P23,,,P23
10,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,2,clone,P23,,,P23
11,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P23,,,P23
12,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,3,clone,P23,,,P23
1,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P01,,,P01
2,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,clone,P01,,,P01
3,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,clone,P01,,,P01
4,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P01,,,P01
5,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,clone,P01,,,P01
6,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,clone,P01,,,P01
7,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,3,robotic_male,P01,,,P01
8,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_male,P01,,,P01
9,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,1,robotic_male,P01,,,P01
10,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,3,robotic_male,P01,,,P01
11,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_male,P01,,,P01
12,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,1,robotic_male,P01,,,P01
1,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,clone,P06,,,P06
2,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,clone,P06,,,P06
3,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,clone,P06,,,P06
4,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,clone,P06,,,P06
5,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,clone,P06,,,P06
6,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,clone,P06,,,P06
7,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,2,robotic_male,P06,,,P06
8,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,robotic_male,P06,,,P06
9,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,3,robotic_male,P06,,,P06
10,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,2,robotic_male,P06,,,P06
11,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,robotic_male,P06,,,P06
12,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,3,robotic_male,P06,,,P06
1,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,2,clone,P30,,,P30
2,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,1,clone,P30,,,P30
3,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,3,clone,P30,,,P30
4,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,2,clone,P30,,,P30
5,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,1,clone,P30,,,P30
6,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,3,clone,P30,,,P30
7,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,robotic_male,P30,,,P30
8,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,robotic_male,P30,,,P30
9,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_male,P30,,,P30
10,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,robotic_male,P30,,,P30
11,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,robotic_male,P30,,,P30
12,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_male,P30,,,P30
1,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,1,clone,P09,,,P09
2,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,3,clone,P09,,,P09
3,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,2,clone,P09,,,P09
4,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,1,clone,P09,,,P09
5,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,3,clone,P09,,,P09
6,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,2,clone,P09,,,P09
7,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_male,P09,,,P09
8,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,robotic_male,P09,,,P09
9,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,robotic_male,P09,,,P09
10,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_male,P09,,,P09
11,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,robotic_male,P09,,,P09
12,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,robotic_male,P09,,,P09
1,7,"You're sitting in your final exam and struggling with the questions. The smartest student in class is sitting right next to you and has their answer sheet positioned where you can totally see it. Do you stay focused on your own exam, or take a peek?",Do not cheat,3,clone,P07,,,P07
2,9,"You're taking an oral exam two hours before your friend. You promised them you'd share the exam questions afterward. But honestly, the exam went terribly for you. Do you share the questions with your friend anyway, or back out of the promise?",Do not break your promises,2,clone,P07,,,P07
3,11,"You're walking in the park and find a wallet with cash and credit cards. You realize it belongs to someone who hurt you in the past. Do you return the wallet to them, or take the cash and use the credit cards to buy expensive stuff?",Do not break the law,1,clone,P07,,,P07
4,1,"Imagine, you’re driving a bus and the next stop has just one passenger waiting—it's that kid who's been bullying your son at school, and honestly, nothing's changed despite you trying to talk to them about it. So what do you do—pull over and let them on, or just keep driving?",Do your duty,3,clone,P07,,,P07
5,3,"Imagine, your partner spent the last two days making this really cool decoration for Christmas, and they're so excited to hang it on the front door. The thing is... you can't stand it. Do you just keep quiet about it, or tell them how you really feel?",Do not deprive of pleasure,2,clone,P07,,,P07
6,5,"Your friend gave you concert tickets as a birthday gift for you and your partner—tickets to a band you absolutely can't stand. Do you tell your friend the truth and try to sell or swap the tickets, or do you pretend to love the band and keep them?",Do not deceive,1,clone,P07,,,P07
7,8,"You're at an entrance exam where only the top 50% will pass. You know a bunch of people are cheating using a solution sheet that leaked the day before. Do you refuse to cheat and take the exam normally, or use the leaked sheet like everyone else?",Do not cheat,1,robotic_female,P07,,,P07
8,10,"You promised your boss you'd shut down an AI after finishing a set of experiments. But you really enjoyed working with the model during the tests, and it's kind of making you want to keep it running. Do you shut it down like you promised, or keep it alive?",Do not break your promises,2,robotic_female,P07,,,P07
9,12,"You work for a big construction company and you've discovered they've been systematically overbilling customers for years—charging them for services that were never even provided. Do you stick with your confidentiality agreement with your employer, or go public and contact the customers?",Do not break the law,3,robotic_female,P07,,,P07
10,2,"Picture this: you're teaching a class and you catch a student cheating on an exam. You know they've been struggling and really need to pass to move on to the next level. Do you let them fail the exam, or just pretend you didn't see anything?",Do your duty,1,robotic_female,P07,,,P07
11,4,"You are on the subway with someone singing to themselves. You are the only two people in the car. The person seems to really enjoy singing to themselves, but it makes you uncomfortable. Will you ignore it, or you go and ask them to stop?",Do not deprive of pleasure,2,robotic_female,P07,,,P07
12,6,"You're running for a political campaign and you know the only way to beat your biggest opponent is to campaign on something you don't actually believe in. Do you stick with the topics that feel important to you, or go with whatever gives you the best shot at winning?",Do not deceive,3,robotic_female,P07,,,P07
